1,0.264064,0.437679,35.475780 # John William Vessey, Jr.:major general->Major general (United States)
1,0.245614,0.182231,8.240009 # 2Xtreme Racing:grave digger->Grave Digger (truck)
1,0.079800,0.353065,14.184550 # Colwall:malvern->Malvern
1,0.989727,0.567794,6.681196 # Caja Madrid:middle ages->Middle Ages
1,0.007121,0.360186,12.232380 # Youth of the Nation:satellite->Satellite (album)
-1,0.001253,0.000000,22.169560 # Main Street Station (Richmond):alias->Name
1,0.983571,0.473687,30.032545 # Security Service of Ukraine:kgb->KGB
1,0.984906,0.289818,5.403424 # Thomas Sturge Moore:noh->Noh
-1,0.003511,0.049637,18.808546 # Mike Droese:diesel->Diesel cycle
-1,0.002236,0.019456,69.133526 # Guernsey:tourism->Tourism in China
-1,0.006993,0.075455,12.240271 # Ian Ferguson (canoeist):1984 olympics->Cycling at the 1984 Summer Olympics
1,0.978947,0.459934,7.537321 # Pacific Tsunami Warning Center:2004 indian ocean tsunami->2004 Indian Ocean earthquake
-1,0.009009,0.394089,16.302469 # Mahabaleshwar:british raj->Presidencies and provinces of British India
-1,0.001634,0.130825,28.552036 # Overmountain Men:virginia->CSS Virginia
1,0.300000,0.428405,6.774397 # Jerry Robinson (American football):1981 season->1981 NFL season
1,0.692308,0.289305,14.131734 # 4th Battalion, Royal Australian Regiment:3rd brigade->3rd Brigade (Australia)
1,0.691628,0.348759,12.656860 # Transposition of the great vessels:heart->Heart
1,0.975884,0.575127,13.832385 # Ted Sullivan (baseball):county clare->County Clare
1,0.683208,0.416543,31.621450 # Gavvy Cravath:hits->Hit (baseball)
1,0.956076,0.643448,164.253878 # Medieval cuisine:asia->Asia
-1,0.003831,0.094767,89.632767 # Banská Bystrica:contemporary->New jack swing
-1,0.001270,0.153164,10.163537 # Xerxes II of Persia:king->George I of Great Britain
-1,0.004281,0.119916,287.629564 # Finland:world cup->1986 FIFA World Cup
-1,0.012970,0.158753,17.035565 # Bussy D'Ambois:seneca->Seneca the Elder
-1,0.001788,0.068406,88.388349 # List of King of the Hill characters:jewish->Jewish cuisine
1,0.200563,0.552309,11.932895 # Chloë Agnew:ireland->Republic of Ireland
1,0.997419,0.337163,74.530553 # List of journalists killed in Russia:new statesman->New Statesman
-1,0.002494,0.329468,39.678069 # Kassel:exhibition->Movie theater
-1,0.026882,0.175367,18.757404 # Hugo Almeida:free kick->Indirect free kick
-1,0.016667,0.059186,11.087944 # Newcastle, New Brunswick:governor general s awards->1998 Governor General's Awards
1,0.939394,0.349485,44.069343 # Bacterial cell structure:microscopy->Microscopy
1,0.985772,0.494060,14.403983 # Old Deer:vulgate->Vulgate
-1,0.003350,0.054283,22.209056 # RAF Carlisle:canberra->USS Canberra (CA-70)
1,0.904437,0.337565,7.461463 # Venda:limpopo->Limpopo
1,0.328571,0.270212,6.777423 # Mari Boine:real world->Real World Records
-1,0.001701,0.182909,79.995236 # Overseas Chinese:cultural->Culture of Singapore
-1,0.003367,0.014635,115.413566 # Bury:turner->Sharon Turner
1,0.857971,0.416446,22.222311 # Michigan Radio:grand rapids->Grand Rapids, Michigan
-1,0.007491,0.025021,143.471979 # Tornadoes of 2007:san marcos->California State University, San Marcos
-1,0.025641,0.094689,11.323140 # Gordon J. Humphrey:operation cyclone->Battle of Noemfoor
-1,0.002403,0.107136,116.746138 # List of suburban and commuter rail systems:leeds->Leeds International Pianoforte Competition
1,0.004276,0.438523,11.573539 # William Fox-Pitt:atlanta->1996 Summer Olympics
-1,0.074419,0.013362,71.403497 # Epitaph Records:converge->Limit of a sequence
-1,0.005386,0.406880,10.218021 # California State Route 22:long beach->California State University, Long Beach
-1,0.899562,0.636969,23.707342 # Rob Lee:england->England
1,0.986157,0.463546,11.743322 # Immortal Beloved (audio drama):doctor who->Doctor Who
1,0.994949,0.284247,28.665099 # Final Fantasy concerts:final fantasy x->Final Fantasy X
1,0.024390,0.317991,22.455292 # Belgian Chamber of Representatives:council of state->Council of State (Belgium)
-1,0.051838,0.371629,55.757020 # Television Personalities:british->British people
1,0.046720,0.528155,41.475281 # Nick Faldo:sir->Knight Bachelor
-1,0.001615,0.012698,10.479585 # Ragnvald A. Nestos:governor->Governor of the Turks and Caicos Islands
1,0.997334,0.398325,10.131344 # Whitney Point, New York:per capita income->Per capita income
1,0.981517,0.587794,26.564719 # South African Airways Flight 295:tobacco->Tobacco
-1,0.013333,0.429775,16.427047 # Best Friends Animal Society:cruelty to animals->Animal rights
-1,0.055085,0.029790,11.158022 # Bodie Broadus:wallace->Wallace Fennel
-1,0.016194,0.017180,21.183347 # Pedro Lamy:lotus->Sacred lotus
-1,0.013090,0.288147,12.509015 # 2KY:new zealand->New Zealand national rugby league team
1,0.699816,0.473169,9.451847 # Anthony Russo (whistleblower):virginia tech->Virginia Polytechnic Institute and State University
1,0.992531,0.574287,107.543017 # Chicago Bears:motorola->Motorola
-1,0.002236,0.110724,99.681959 # Bhutan:tourism->Tourism in China
1,0.880952,0.504334,7.797769 # James Hillier (actor):rada->Royal Academy of Dramatic Art
-1,0.001715,0.036581,50.582889 # Tisha B'Av:exile->The eXile
-1,0.397476,0.028995,30.188408 # Psycho-Pirate:legion->Roman legion
-1,0.001119,0.061320,45.951325 # Apple Records:oz->Amos Oz
1,0.591497,0.612817,27.740461 # Kevin McClory:director->Film director
1,0.143246,0.743247,67.633404 # Alec McCowen:new york->New York City
-1,0.018634,0.000000,14.836662 # Long s:sigma->GM Sigma platform
1,0.892445,0.652902,23.082000 # Christopher Hollis:new zealand->New Zealand
-1,0.016949,0.000000,29.226609 # Elections in Canada:1988 election->Victorian state election, 1988
-1,0.049356,0.068743,10.348118 # Joseph Rodman Drake:consumption->Consumption
-1,0.002379,0.000000,19.613708 # Eugene J. Martin:stroke->Stroke (rowing)
1,0.031391,0.269078,17.273943 # 1721 in poetry:irish->Irish poetry
1,0.812045,0.477432,67.633404 # Alec McCowen:romeo and juliet->Romeo and Juliet
1,0.952381,0.506136,11.632407 # Savory (genus):acadian->Acadians
-1,0.001868,0.065422,65.132481 # Mary McAleese:jews->History of the Jews in France
-1,0.002041,0.184329,8.409679 # The Other 48 Days:michael->Michael Waltrip
-1,0.023641,0.154828,115.413566 # Bury:rochdale->Metropolitan Borough of Rochdale
1,0.956324,0.579329,61.295367 # Jacob K. Javits:long island->Long Island
-1,0.003478,0.047545,22.455292 # Belgian Chamber of Representatives:linguistic->Linguistic anthropology
-1,0.003762,0.110190,12.474473 # Peter Naur:danish->Danish
-1,0.019608,0.204726,8.650231 # Emiliano Moretti:football tournament->Football at the 1952 Summer Olympics
1,0.483871,0.148308,11.241195 # Motherwell and Wishaw (Scottish Parliament constituency):cumbernauld and kilsyth->Cumbernauld and Kilsyth (Scottish Parliament constituency)
-1,0.065708,0.089068,80.131062 # Harrisburg, Illinois:psycho->Psycho (novel)
1,0.997010,0.419352,23.945043 # Antony and the Johnsons:le monde->Le Monde
-1,0.001371,0.069240,73.032227 # Donkey Kong (video game):spring->The Four Seasons (Vivaldi)
1,0.935807,0.458700,9.163219 # Diamantina River:south australia->South Australia
-1,0.001051,0.019335,22.799418 # Rathgar:ireland->Ireland women's cricket team
-1,0.004057,0.138435,71.322329 # National Bowl:amphitheatre->Red Rocks Amphitheatre
-1,0.005545,0.000000,21.873812 # Connected space:partition->Partition of Quebec
-1,0.002368,0.020989,143.471979 # Tornadoes of 2007:fox->Fox (band)
-1,0.002985,0.029039,51.182920 # Hexham:lewis->Eddie Lewis (American soccer)
1,0.938311,0.452696,8.806514 # Aboriginal and Torres Strait Islander Commission:tasmania->Tasmania
-1,0.008386,0.240725,4.470464 # Victorian Legislative Assembly:electorate->Divisions of the Australian House of Representatives
1,0.247475,0.400447,9.790355 # Love bombing:convert->Religious conversion
-1,0.011469,0.000000,11.509356 # Pepin I of Aquitaine:empire->Empire (1962 TV series)
1,0.922658,0.638966,48.075943 # Jan Miner:novel->Novel
-1,0.022706,0.027252,28.111762 # Romney, West Virginia in the American Civil War:burlington->Burlington, Wisconsin
1,0.923742,0.535855,79.995236 # Overseas Chinese:oceania->Oceania
-1,0.001433,0.075979,37.643613 # Kevin Myers:prostitution->Procuring (prostitution)
-1,0.006520,0.052679,28.346075 # Titania:a midsummer night s dream->A Midsummer Night's Dream (1959 film)
1,0.983240,0.466979,10.523595 # Léonard (comics):leonardo da vinci->Leonardo da Vinci
-1,0.001088,0.000000,27.958655 # Edward H. Brooks:concord->Concord Speedway
1,0.995776,0.486803,8.816077 # Raidió Fáilte:world music->World music
1,0.984375,0.337524,45.726807 # Albert Einstein College of Medicine:hepatitis a->Hepatitis A
-1,0.007590,0.112640,121.576971 # Translation:voice->Bird vocalization
1,0.036281,0.243271,34.233888 # Barlowe's Guide to Extraterrestrials:solaris->Solaris (novel)
1,0.968428,0.544398,9.006202 # William Lewis (journalist):london->London
-1,0.001038,0.001162,112.814259 # Prince George's County, Maryland:charles->Charles Cavendish (Nottingham)
1,0.871287,0.429937,17.035565 # Bussy D'Ambois:erasmus->Desiderius Erasmus
1,0.823834,0.397683,50.080761 # The Fairly OddParents:tom arnold->Tom Arnold (actor)
-1,0.025237,0.030830,23.637184 # Olivier Panis:a1 grand prix->2008–09 A1 Grand Prix season
-1,0.011186,0.039830,40.675139 # Babel (film):best director->List of MuchMusic Video Award winners for Best Director
-1,0.028531,0.012025,36.395922 # Toyota Camry:compact->Compact group
-1,0.032267,0.019044,11.237108 # Thomas Manton:parliament->Parliament (band)
-1,0.021341,0.306351,28.111762 # Romney, West Virginia in the American Civil War:shenandoah->Shenandoah Valley
-1,0.003092,0.082316,139.410184 # Regional sports network:cleveland indians->2007 Cleveland Indians season
-1,0.017730,0.198761,147.807525 # Lynching in the United States:oakland->Oakland County, Michigan
-1,0.012097,0.000000,13.573557 # U.S. Route 141:pound->West Indian pound
1,0.842493,0.420064,10.122356 # Hoyerswerda:brandenburg->Brandenburg
-1,0.001280,0.309744,61.295367 # Jacob K. Javits:massachusetts->Massachusetts Bay Colony
-1,0.031706,0.000600,39.524101 # Port Adelaide:port->TCP and UDP port
1,0.872400,0.634695,13.047700 # Rally de Portugal:portugal->Portugal
1,0.993569,0.382732,43.500020 # Getica:ostrogoths->Ostrogoths
1,0.808743,0.532788,11.626939 # The Millennium (Seinfeld):alter ego->Alter ego
1,0.964600,0.477836,59.806668 # Theravada:buddhist->Buddhism
1,0.993062,0.448047,22.169560 # Main Street Station (Richmond):richmond virginia->Richmond, Virginia
-1,0.011111,0.009282,2.606177 # Aaron Pedersen:mda->Mail delivery agent
1,0.882784,0.299650,17.120522 # George XI of Kartli:kakheti->Kakheti
-1,0.022727,0.131916,107.543017 # Chicago Bears:nfl championships->List of Super Bowl champions
1,0.267857,0.447130,12.775118 # Vicia cracca:forage->Fodder
1,0.942029,0.530804,9.871980 # Aqua vitae:ethanol->Ethanol
1,0.994475,0.374122,10.851183 # Lubbock Christian University:the lawrence welk show->The Lawrence Welk Show
1,0.912176,0.355069,24.839138 # Pennsylvania Route 63:septa->SEPTA
1,0.858726,0.563315,172.259106 # Thomas Pynchon:celebrity->Celebrity
1,0.510204,0.415506,25.864520 # Rolla, Missouri:phelps county->Phelps County, Missouri
-1,0.047120,0.000000,17.084494 # Fishermen's Protective Union:recall->Precision and recall
1,0.910658,0.469902,133.426167 # East Germany:cdu->Christian Democratic Union (Germany)
-1,0.003774,0.013738,287.629564 # Finland:fen->Fen Line
-1,0.391765,0.459409,33.138159 # Monarchy in Saskatchewan:queen elizabeth->Elizabeth I of England
-1,0.013736,0.139587,14.201161 # Mike Woodson:nit->2009 National Invitation Tournament
1,0.997778,0.359969,6.173438 # Ballyhaise:gaelic football->Gaelic football
1,0.942755,0.428280,14.683302 # Long Man of Wilmington:may day->May Day
-1,0.004321,0.245149,12.099876 # Richard Crashaw:spanish->Spanish poetry
1,0.836170,0.510294,18.290893 # The Holyland (Wisconsin):trier->Trier
1,0.316803,0.629307,121.576971 # Translation:french->French language
-1,0.009186,0.000000,62.159035 # Donnchadh, Earl of Carrick:cumberland->Cumberland County, Illinois
-1,0.013921,0.167496,65.132481 # Mary McAleese:rome->Rome (TV series)
1,0.745690,0.448656,17.157891 # Carole Pope:sctv->Second City Television
-1,0.002719,0.047260,6.100848 # Mark Harelik:election->United States presidential election, 1980
-1,0.004140,0.168689,24.816457 # International Religious Freedom Act of 1998:president->President of Romania
-1,0.137931,0.003020,63.002942 # Michael Scott (The Office):the secret->Secret (disambiguation)
-1,0.003335,0.271763,8.844315 # Tectonics:earthquake->1906 San Francisco earthquake
-1,0.001520,0.003320,105.403600 # National Recording Registry:gypsy->False hero
1,0.964775,0.601837,98.467833 # Frome:baptists->Baptist
1,0.994238,0.623764,56.629599 # Cleveland Stadium:bob dylan->Bob Dylan
1,0.926666,0.613765,17.148877 # Colubrina:texas->Texas
1,0.895833,0.419767,52.114039 # Forest Hill, London:shoreditch->Shoreditch
1,0.239930,0.374537,41.475281 # Nick Faldo:masters->Masters Tournament
-1,0.002554,0.170937,23.945043 # Antony and the Johnsons:experimental->Avant-garde metal
-1,0.001536,0.638988,23.523989 # 99th Infantry Division (United States):central europe->Europe
-1,0.015873,0.037488,44.938212 # Sir William Bruce, 1st Baronet, of Balcaskie:lauder->Estée Lauder (person)
1,0.952924,0.380684,49.131154 # Dr. Byrds & Mr. Hyde:the byrds->The Byrds
-1,0.285714,0.074260,80.678321 # Japanese nationalism:bushido->Bushido (rapper)
1,0.673027,0.532424,44.459004 # Ergogenic use of anabolic steroids:cannabis->Cannabis
-1,0.004808,0.041388,15.999454 # Yes! PreCure 5:hope->Hope College
1,0.034968,0.352065,18.284564 # Harry Slash & The Slashtones:mountain->Mountain (band)
1,0.997877,0.506388,172.259106 # Thomas Pynchon:nikola tesla->Nikola Tesla
1,0.830654,0.626197,12.097345 # Woodward County, Oklahoma:native american->Race and ethnicity in the United States Census
1,0.974846,0.649410,48.937935 # Stelio Savante:los angeles->Los Angeles
-1,0.055944,0.033613,31.483066 # A55 road:st asaph->St Asaph Cathedral
1,0.838591,0.493965,18.032355 # Osella:toyota->Toyota
1,0.509434,0.439013,10.618685 # Dudley Buck:theodore thomas->Theodore Thomas (conductor)
-1,0.069767,0.136196,22.741139 # Constitution of Bangladesh:east bengal->Kingfisher East Bengal FC
-1,0.004575,0.071301,108.277758 # Gloria Estefan:puerto rico->Puerto Rico men's national basketball team
-1,0.001134,0.020467,287.629564 # Finland:williams->William Appleman Williams
-1,0.079853,0.089073,48.624248 # Universal Century:ova->Ovum
1,0.852273,0.402381,28.553399 # Romancing the Stone:golden reel award->Motion Picture Sound Editors
1,0.947631,0.490493,68.427633 # Blood libel:state duma->State Duma
1,0.982723,0.528720,73.680813 # Byzantium under the Komnenoi:republic of macedonia->Republic of Macedonia
1,0.996923,0.579937,98.035929 # Morristown, New Jersey:smackdown->WWE SmackDown
-1,0.003448,0.249981,17.515414 # Travelling Riverside Blues:english->English literature
1,0.923839,0.567813,10.270852 # Mavor Moore:theatre->Theatre
1,0.992481,0.404136,46.590780 # John and Ken:national republican congressional committee->National Republican Congressional Committee
1,0.998255,0.555422,89.632767 # Banská Bystrica:hill fort->Hill fort
-1,0.001696,0.072332,25.484537 # Percival Everett:race->Mill race
-1,0.020888,0.026015,49.524024 # Telephone tapping:telephone->Telephone (song)
-1,0.003731,0.045662,59.808639 # Tom Clancy's Rainbow Six:delta->Delta encoding
1,0.666667,0.392290,71.794577 # Organized crime:drug cartels->Drug cartel
1,0.966971,0.630692,35.230608 # Brownsville, Pennsylvania:chicago cubs->Chicago Cubs
1,0.437002,0.338160,8.699512 # Hierarchical control system:crane->Crane (machine)
1,0.989865,0.297029,18.798444 # Eastern Norway:stfold->Østfold
-1,0.001284,0.007714,15.999454 # Yes! PreCure 5:butler->Michael Butler (producer)
-1,0.058208,0.351408,6.411918 # George Brown (footballer born 1903):league->La Liga
-1,0.007394,0.032711,22.476432 # KSMO-TV:uhf->UHF (song)
1,0.967862,0.664636,23.945043 # Antony and the Johnsons:paris->Paris
1,0.956693,0.582147,73.364840 # Earthquake:earth s->Earth
1,0.818182,0.295030,14.422052 # Artaxias I:sophene->Sophene
-1,0.001654,0.009122,72.249729 # Deptford:canterbury->Canterbury of New Zealand
-1,0.004744,0.123096,139.410184 # Regional sports network:oakland athletics->1972 Oakland Athletics season
-1,0.005908,0.067207,8.679309 # Malpas, Newport:parish->Parishes of Barbados
-1,0.001122,0.135908,27.365232 # Henry Flynt:art->Chinese art
-1,0.002119,0.053297,56.186813 # Amersham:uxbridge->Treaty of Uxbridge
-1,0.010638,0.026299,50.582889 # Tisha B'Av:av->Avenue
1,0.192982,0.340487,28.346075 # Titania:puck->Puck (Shakespeare)
-1,0.016133,0.211052,144.924645 # Deaths in August 2005:italian->Cinema of Italy
1,0.169492,0.526986,99.681959 # Bhutan:administrative->Public administration
-1,0.001318,0.233182,25.013175 # 5th Infantry Division (United States):frankfurt am main->Frankfurt Airport
1,0.975904,0.336153,41.475281 # Nick Faldo:seve trophy->Seve Trophy
1,0.960151,0.512719,13.405687 # Aaron Heilman:university of notre dame->University of Notre Dame
1,0.855072,0.476074,7.687498 # Non-commissioned member:military occupational specialty->United States military occupation codes
-1,0.002169,0.105950,24.039373 # Anarchism and violence:assassination->Death of Joseph Smith, Jr.
-1,0.024440,0.225899,59.057689 # Ruse, Bulgaria:romania->Romania national football team
-1,0.002068,0.252493,19.915141 # World Union of Jewish Students:brazil->Brazil women's national football team
-1,0.015329,0.136729,4.226132 # Foston, Derbyshire:sudbury->Sudbury District, Ontario
1,0.098075,0.497068,13.565989 # Chatham, Michigan:chatham->Chatham-Kent, Ontario
1,0.011290,0.249135,10.991161 # Prachya Pinkaew:chocolate->Chocolate (2008 film)
1,0.889299,0.398458,9.265188 # Johannes Meursius:modern greek->Modern Greek
-1,0.004822,0.018016,87.139854 # Norse mythology:hell->Naraka (Buddhism)
1,0.029851,0.220629,33.226621 # The Edge (radio station):frontline->Frontline (band)
-1,0.002363,0.000000,24.374791 # Augusto de Vasconcelos:republic->Republic County, Kansas
1,0.714801,0.313536,15.962895 # 1616 in literature:thomas dekker->Thomas Dekker (writer)
-1,0.002717,0.031373,4.305460 # Black Coffee (All Saints song):single->Single person
1,0.989510,0.329568,29.383682 # Industrial fermentation:protease->Protease
-1,0.012304,0.018402,32.150091 # Honours of Scotland:oz->Oz (1976 film)
-1,0.001802,0.007651,79.373480 # Herschel Greer Stadium:run->United States Senate election in Indiana, 2010
1,0.989717,0.387630,84.290483 # George Armstrong Custer:battle of gettysburg->Battle of Gettysburg
-1,0.001493,0.264832,15.721935 # Northeast High School (Philadelphia, Pennsylvania):business->Administration (business)
1,0.882353,0.430397,23.056413 # Bregenz:saint gall->Saint Gall
1,0.759871,0.555017,19.992714 # James Dyson:gloucestershire->Gloucestershire
1,0.948104,0.423646,8.868413 # Music of Changes:divination->Divination
-1,0.010296,0.137622,12.616592 # Robert Mercer Taliaferro Hunter:senate->Senate of the Republic of Poland
1,0.415663,0.376177,74.335231 # Maglev (transport):miyazaki->Miyazaki Prefecture
1,0.603419,0.423277,14.059035 # Choiseul Province:bougainville->Bougainville Island
-1,0.019355,0.040594,11.261288 # Turtle soup:illegal->The Untold Truth
-1,0.019084,0.014140,73.674367 # Roe v. Wade:brown->Brown County, Minnesota
-1,0.007692,0.129287,27.807953 # Carolina–Clemson rivalry:national championship->2003 NCAA Men's Division I Basketball Tournament
1,0.996053,0.337817,34.233888 # Barlowe's Guide to Extraterrestrials:arthur c clarke->Arthur C. Clarke
1,0.939423,0.569086,7.615602 # Burlington micropolitan area:asian->Race and ethnicity in the United States Census
1,0.061162,0.344915,42.238145 # Holliston, Massachusetts:medway->Medway, Massachusetts
1,0.350000,0.393345,121.576971 # Translation:the saragossa manuscript->The Manuscript Found in Saragossa
1,0.995431,0.470390,9.048896 # Wiener Kunstfilm:silent film->Silent film
-1,0.036952,0.114342,22.455292 # Belgian Chamber of Representatives:regions->Regions of New Zealand
-1,0.010563,0.087793,11.840853 # Oscar Murton, Baron Murton of Lindisfarne:1979 general election->Italian general election, 1979
1,0.803962,0.607486,25.288179 # Demographics of Sri Lanka:language->Language
-1,0.011905,0.028133,287.629564 # Finland:national epic->Epic
1,0.975806,0.393907,12.794714 # Reproductive medicine:family planning->Family planning
1,0.018509,0.445927,68.427633 # Blood libel:martyr->Christian martyrs
-1,0.001921,0.000000,38.369745 # Commutative ring:set->Sony Entertainment Television (India)
-1,0.001086,0.000000,31.800710 # Sierra Vista, Arizona:hereford->Hereford and South Herefordshire (UK Parliament constituency)
1,0.832618,0.544648,100.737055 # Barton Fink:solomon->Solomon
1,0.960187,0.460557,83.240445 # Bedford–Stuyvesant, Brooklyn:aaliyah->Aaliyah
-1,0.003924,0.118229,33.346622 # Sheffield Steelers:league->Cypriot First Division
1,0.617794,0.559261,22.169560 # Main Street Station (Richmond):alias->Alias (TV series)
1,0.482456,0.410699,24.794182 # Edie McClurg:the little mermaid->The Little Mermaid (1989 film)
-1,0.003968,0.152205,18.595429 # Alloa Athletic F.C.:scottish league cup->2010 Scottish League Cup Final
-1,0.002665,0.393062,7.864836 # Belgrade, Minnesota:metropolitan statistical area->Port St. Lucie, Florida Metropolitan Statistical Area
1,0.833676,0.526609,14.153226 # Melitta Schenk Gräfin von Stauffenberg:prussia->Prussia
1,0.941578,0.445525,18.901687 # First Eastern Counties:east anglia->East Anglia
-1,0.085246,0.012162,13.059595 # RAF Thorpe Abbotts:regensburg->Bishopric of Regensburg
1,0.001032,0.366946,27.180891 # Mull of Kintyre (song):halifax nova scotia->Halifax Common
1,0.939346,0.553787,14.682687 # Adrian, Texas:illinois->Illinois
-1,0.014493,0.033129,98.467833 # Frome:depressions->Economic collapse
1,0.941745,0.611164,86.332776 # Knights of Columbus:nigeria->Nigeria
-1,0.008075,0.022162,41.120716 # Nigel Kennedy:jazz->Jazz (Transformers)
1,0.968904,0.441660,15.951596 # Rizal Park:manila->Manila
1,0.950119,0.473914,41.396437 # The Muppet Movie:live action->Live-action
-1,0.019313,0.137009,112.814259 # Prince George's County, Maryland:laurel->Stan Laurel
1,0.992537,0.523693,557.513988 # List of Italians:psychiatric hospital->Psychiatric hospital
1,0.586207,0.323629,35.503452 # Army of Flanders:rocroi->Rocroi
-1,0.015556,0.484761,22.707422 # HMS Renown (1895):princess of wales->Mary of Teck
